Image_Name,Assessment-1,Assessment-2,Assessment-3
ox_98_e5_p3.png,ood,ood,ood
dlf_56_e5_p0.png,id,id,id
dj_91_e5_p3.png,id,id,id
dx_85_light_e5_p8.png,id,id,id
ox_41_e5_p8.png,ood,ood,ood
sv_0_e5_p8.png,ood,ood,ood
dx_97_light_e5_p8.png,id,id,id
dlf_96_e5_p8.png,id,id,id
dlf_60_e5_p6.png,id,id,id
ox_61_e5_p3.png,id,id,id
dx_32_occl_e5_p3.png,id,id,id
ox_10_e5_p3.png,ood,ood,ood
dx_68_light_e5_p8.png,ood,ood,ood
dlf_77_e5_p3.png,id,id,id
dj_49_e5_p7.png,id,id,id
sv_56_e5_p0.png,id,id,id
ox_33_e5_p3.png,id,id,id
sv_28_e5_p7.png,ood,ood,ood
dx_62_blackout_e5_p7.png,id,id,id
ox_53_e5_p3.png,ood,ood,ood
dlf_89_e5_p3.png,id,id,id
dj_26_e5_p3.png,id,id,id
sv_61_e5_p7.png,id,id,id
sv_13_e5_p6.png,id,id,id
dlf_0_e5_p3.png,id,id,id
sv_44_e5_p3.png,id,id,id
ox_81_e5_p8.png,ood,ood,ood
dlf_68_e5_p3.png,id,id,id
dx_27_occl_e5_p3.png,id,id,id
dj_65_e5_p0.png,id,id,id
ox_47_e5_p3.png,id,id,id
dx_99_light_e5_p8.png,id,id,id
ox_44_e5_p3.png,ood,ood,ood
sv_21_e5_p9.png,ood,ood,ood
sv_72_e5_p3.png,ood,ood,ood
dx_54_blackout_e5_p2.png,ood,ood,ood
dlf_28_e5_p0.png,id,id,id
dj_85_e5_p6.png,id,id,id
sv_96_e5_p4.png,id,id,id
sv_70_e5_p3.png,ood,ood,ood
dx_65_blackout_e5_p3.png,id,id,id
sv_10_e5_p9.png,ood,ood,ood
dj_93_e5_p3.png,id,id,id
dj_14_e5_p6.png,id,id,id
dlf_30_e5_p6.png,id,id,id
sv_78_e5_p8.png,id,id,id
ox_4_e5_p8.png,ood,ood,ood
ox_36_e5_p3.png,id,id,id
ox_79_e5_p0.png,ood,ood,ood
dj_32_e5_p3.png,ood,ood,ood
dlf_73_e5_p3.png,id,id,id
ox_9_e5_p8.png,id,id,id
dx_81_light_e5_p8.png,id,id,id
dx_80_light_e5_p8.png,id,id,id
dj_62_e5_p3.png,id,id,id
dx_16_occl_e5_p3.png,id,id,id
sv_80_e5_p2.png,ood,ood,ood
dx_13_occl_e5_p3.png,id,id,id
dj_57_e5_p3.png,id,id,id
ox_30_e5_p3.png,ood,ood,ood
dj_34_e5_p3.png,id,id,id
sv_76_e5_p1.png,id,id,id
ox_56_e5_p8.png,id,id,id
ox_54_e5_p7.png,id,id,id
dlf_4_e5_p3.png,id,id,id
dx_18_occl_e5_p3.png,id,id,id
sv_64_e5_p8.png,id,id,id
dj_19_e5_p7.png,id,id,id
sv_74_e5_p3.png,ood,ood,ood
dx_5_occl_e5_p3.png,id,id,id
sv_88_e5_p6.png,ood,ood,ood
ox_82_e5_p0.png,id,id,id
dx_67_blackout_e5_p7.png,id,id,id
ox_58_e5_p9.png,ood,ood,ood
dj_6_e5_p3.png,ood,ood,ood
dx_45_blackout_e5_p4.png,id,id,id
dj_12_e5_p3.png,id,id,id
ox_93_e5_p3.png,id,id,id
ox_23_e5_p9.png,ood,ood,ood
ox_20_e5_p7.png,ood,ood,ood
dj_25_e5_p3.png,id,id,id
dx_4_occl_e5_p4.png,id,id,id
dj_3_e5_p3.png,id,id,id
dlf_10_e5_p3.png,id,id,id
sv_67_e5_p9.png,ood,ood,ood
ox_63_e5_p6.png,id,id,id
dlf_52_e5_p8.png,id,id,id
ox_7_e5_p3.png,ood,ood,ood
dlf_36_e5_p7.png,id,id,id
sv_9_e5_p1.png,id,id,id
dx_24_occl_e5_p3.png,id,id,id
ox_67_e5_p3.png,id,id,id
ox_83_e5_p9.png,ood,ood,ood
dj_77_e5_p3.png,id,id,id
dj_40_e5_p8.png,id,id,id
dj_74_e5_p3.png,ood,ood,ood
ox_25_e5_p8.png,ood,ood,ood
dx_66_blackout_e5_p2.png,id,id,id
dlf_8_e5_p3.png,id,id,id
ox_90_e5_p3.png,ood,ood,ood
dx_95_light_e5_p8.png,id,id,id
dlf_12_e5_p8.png,id,id,id
sv_91_e5_p0.png,ood,ood,ood
dx_58_blackout_e5_p3.png,id,id,id
sv_38_e5_p3.png,ood,ood,ood
ox_1_e5_p3.png,id,id,id
ox_91_e5_p3.png,ood,ood,ood
dx_28_occl_e5_p3.png,id,id,id
dlf_91_e5_p3.png,id,id,id
sv_37_e5_p6.png,ood,ood,ood
ox_46_e5_p8.png,ood,ood,ood
dx_42_blackout_e5_p7.png,id,id,id
dlf_31_e5_p9.png,id,id,id
sv_68_e5_p4.png,ood,ood,ood
dj_72_e5_p6.png,id,id,id
sv_34_e5_p9.png,ood,ood,ood
sv_82_e5_p1.png,id,id,id
dx_12_occl_e5_p3.png,id,id,id
ox_42_e5_p3.png,ood,ood,ood
ox_22_e5_p6.png,ood,ood,ood
dj_69_e5_p0.png,id,id,id
dj_20_e5_p3.png,id,id,id
dlf_21_e5_p8.png,id,id,id
dlf_16_e5_p3.png,id,id,id
sv_27_e5_p6.png,id,id,id
dx_31_occl_e5_p3.png,id,id,id
ox_27_e5_p3.png,id,id,id
sv_20_e5_p6.png,id,id,id
dlf_50_e5_p4.png,id,id,id
ox_32_e5_p6.png,ood,ood,ood
sv_12_e5_p3.png,ood,ood,ood
dlf_61_e5_p3.png,id,id,id
ox_45_e5_p6.png,id,id,id
sv_57_e5_p9.png,ood,ood,ood
dj_52_e5_p7.png,id,id,id
ox_62_e5_p6.png,id,id,id
ox_50_e5_p9.png,ood,ood,ood
sv_23_e5_p6.png,id,id,id
dj_67_e5_p8.png,id,id,id
sv_31_e5_p3.png,ood,ood,ood
dj_96_e5_p6.png,id,id,id
ox_12_e5_p4.png,ood,ood,ood
dx_38_blackout_e5_p6.png,id,id,id
dj_29_e5_p3.png,id,id,id
ox_60_e5_p8.png,ood,ood,ood
sv_18_e5_p3.png,ood,ood,ood
dj_89_e5_p4.png,id,id,id
dlf_22_e5_p3.png,id,id,id
sv_8_e5_p4.png,ood,ood,ood
sv_92_e5_p3.png,id,id,id
dx_20_occl_e5_p3.png,ood,ood,ood
dlf_20_e5_p3.png,id,id,id
ox_38_e5_p6.png,ood,ood,ood
sv_87_e5_p3.png,id,id,id
dlf_19_e5_p3.png,id,id,id
dj_2_e5_p4.png,id,id,id
dx_88_light_e5_p8.png,id,id,id
dlf_53_e5_p7.png,id,id,id
dj_7_e5_p8.png,id,id,id
dx_79_light_e5_p3.png,id,id,id
ox_99_e5_p6.png,ood,ood,ood
ox_15_e5_p3.png,ood,ood,ood
ox_59_e5_p8.png,id,id,id
dx_21_occl_e5_p3.png,id,id,id
dlf_32_e5_p3.png,id,id,id
dj_45_e5_p6.png,id,id,id
dx_11_occl_e5_p3.png,id,id,id
dlf_87_e5_p6.png,id,id,id
dx_87_light_e5_p8.png,id,id,id
dx_41_blackout_e5_p2.png,id,id,id
dj_16_e5_p9.png,id,id,id
sv_85_e5_p2.png,id,id,id
dlf_93_e5_p3.png,id,id,id
dj_31_e5_p8.png,id,id,id
dx_83_light_e5_p8.png,id,id,id
dlf_9_e5_p3.png,id,id,id
dj_59_e5_p3.png,id,id,id
sv_51_e5_p3.png,ood,ood,ood
dx_23_occl_e5_p3.png,id,id,id
sv_30_e5_p3.png,ood,ood,ood
ox_21_e5_p4.png,id,id,id
dx_59_blackout_e5_p2.png,id,id,id
dlf_85_e5_p3.png,id,id,id
sv_98_e5_p1.png,id,id,id
dlf_82_e5_p6.png,id,id,id
dlf_41_e5_p8.png,id,id,id
dx_2_occl_e5_p3.png,id,id,id
ox_84_e5_p6.png,ood,ood,ood
sv_50_e5_p7.png,ood,ood,ood
dx_55_blackout_e5_p4.png,id,id,id
dlf_23_e5_p3.png,id,id,id
dx_91_light_e5_p3.png,id,id,id
ox_89_e5_p9.png,ood,ood,ood
dj_8_e5_p6.png,id,id,id
sv_42_e5_p7.png,id,id,id
ox_57_e5_p3.png,ood,ood,ood
dlf_90_e5_p3.png,id,id,id
ox_68_e5_p3.png,id,id,id
dx_6_occl_e5_p8.png,id,id,id
dx_1_occl_e5_p3.png,id,id,id
ox_88_e5_p3.png,ood,ood,ood
dj_84_e5_p3.png,id,id,id
dj_41_e5_p3.png,id,id,id
sv_39_e5_p1.png,id,id,id
dlf_86_e5_p3.png,id,id,id
dlf_40_e5_p8.png,id,id,id
dlf_25_e5_p3.png,id,id,id
dlf_51_e5_p3.png,id,id,id
dj_92_e5_p3.png,id,id,id
dx_78_light_e5_p2.png,id,id,id
dj_50_e5_p7.png,id,id,id
ox_13_e5_p8.png,ood,ood,ood
dj_27_e5_p0.png,id,id,id
dx_73_light_e5_p8.png,id,id,id
dlf_94_e5_p3.png,id,id,id
dlf_6_e5_p4.png,id,id,id
dlf_69_e5_p3.png,id,id,id
dj_35_e5_p6.png,id,id,id
ox_35_e5_p3.png,id,id,id
dj_23_e5_p3.png,id,id,id
dx_74_light_e5_p3.png,id,id,id
ox_16_e5_p6.png,id,id,id
dlf_55_e5_p9.png,Ood,Ood,Ood
dj_30_e5_p3.png,id,id,id
sv_86_e5_p9.png,ood,ood,ood
ox_18_e5_p8.png,id,id,id
ox_76_e5_p9.png,ood,ood,ood
sv_29_e5_p6.png,id,id,id
ox_43_e5_p9.png,id,id,id
dlf_44_e5_p8.png,id,id,id
dx_9_occl_e5_p3.png,id,id,id
sv_48_e5_p7.png,ood,ood,ood
dx_7_occl_e5_p3.png,ood,ood,ood
dj_37_e5_p3.png,id,id,id
dx_3_occl_e5_p3.png,id,id,id
ox_97_e5_p8.png,ood,ood,ood
dlf_75_e5_p2.png,id,id,id
dj_60_e5_p4.png,id,id,id
ox_19_e5_p8.png,ood,ood,ood
sv_35_e5_p4.png,id,id,id
sv_43_e5_p2.png,ood,ood,ood
sv_17_e5_p8.png,id,id,id
ox_11_e5_p8.png,id,id,id
dj_90_e5_p4.png,id,id,id
dx_53_blackout_e5_p2.png,id,id,id
ox_37_e5_p8.png,ood,ood,ood
sv_97_e5_p3.png,id,id,id
dlf_1_e5_p8.png,id,id,id
dx_56_blackout_e5_p2.png,id,id,id
ox_48_e5_p3.png,ood,ood,ood
sv_15_e5_p3.png,id,id,id
dx_77_light_e5_p8.png,ood,ood,ood
dj_97_e5_p2.png,id,id,id
sv_62_e5_p3.png,ood,ood,ood
dj_51_e5_p6.png,id,id,id
dx_30_occl_e5_p3.png,id,id,id
dj_53_e5_p0.png,id,id,id
dlf_46_e5_p3.png,id,id,id
ox_66_e5_p3.png,ood,ood,ood
ox_69_e5_p2.png,id,id,id
ox_78_e5_p9.png,ood,ood,ood
dx_93_light_e5_p8.png,id,id,id
ox_71_e5_p6.png,ood,ood,ood
dx_57_blackout_e5_p7.png,ood,ood,ood
dj_95_e5_p3.png,id,id,id
dx_92_light_e5_p8.png,id,id,id
sv_83_e5_p1.png,id,id,id
dlf_62_e5_p7.png,id,id,id
dlf_98_e5_p3.png,id,id,id
dj_66_e5_p8.png,ood,ood,ood
sv_46_e5_p3.png,ood,ood,ood
dj_86_e5_p3.png,id,id,id
dx_35_blackout_e5_p3.png,id,id,id
dj_83_e5_p8.png,ood,ood,ood
sv_90_e5_p3.png,ood,ood,ood
sv_26_e5_p8.png,id,id,id
dx_34_blackout_e5_p2.png,id,id,id
dx_26_occl_e5_p3.png,id,id,id
dj_13_e5_p8.png,id,id,id
sv_36_e5_p0.png,ood,ood,ood
sv_71_e5_p3.png,id,id,id
ox_55_e5_p3.png,ood,ood,ood
dlf_7_e5_p3.png,id,id,id
sv_6_e5_p0.png,ood,ood,ood
ox_14_e5_p1.png,id,id,id
dlf_35_e5_p3.png,id,id,id
dx_36_blackout_e5_p2.png,id,id,id
dx_37_blackout_e5_p2.png,id,id,id
dx_49_blackout_e5_p2.png,id,id,id
ox_94_e5_p9.png,ood,ood,ood
dx_70_light_e5_p3.png,id,id,id
sv_63_e5_p7.png,ood,ood,ood
dlf_38_e5_p3.png,id,id,id
dx_14_occl_e5_p7.png,id,id,id
dj_63_e5_p6.png,id,id,id
sv_5_e5_p1.png,ood,ood,ood
sv_66_e5_p1.png,ood,ood,ood
dj_56_e5_p2.png,id,id,id
sv_4_e5_p8.png,ood,ood,ood
dlf_27_e5_p7.png,id,id,id
dlf_13_e5_p9.png,id,id,id
ox_73_e5_p3.png,ood,ood,ood
dx_82_light_e5_p8.png,ood,ood,ood
dlf_26_e5_p3.png,id,id,id
dj_21_e5_p7.png,id,id,id
sv_1_e5_p3.png,id,id,id
dj_79_e5_p3.png,id,id,id
